<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2020.10.20;10:07:00;112680;112800;112660;112770;984;2658;10
2020.10.20;10:08:00;112760;112770;112580;112600;925;2041;10
2020.10.20;10:09:00;112600;112610;112350;112430;1560;3087;10
2020.10.20;10:10:00;112430;112460;112300;112320;1069;2219;10
2020.10.20;10:11:00;112320;112360;112250;112250;887;1652;10
2020.10.20;10:12:00;112250;112330;112180;112310;1175;2216;10
2020.10.20;10:13:00;112320;112350;112230;112230;668;1301;10
2020.10.20;10:14:00;112250;112320;112180;112210;744;1624;10
2020.10.20;10:15:00;112200;112220;112120;112150;1036;2195;10
2020.10.20;10:16:00;112140;112270;112140;112210;1228;2497;10
2020.10.20;10:17:00;112220;112310;112190;112290;664;1337;10
2020.10.20;10:18:00;112280;112380;112240;112310;731;1519;10
2020.10.20;10:19:00;112300;112340;112290;112330;400;825;10
2020.10.20;10:20:00;112320;112340;112250;112260;598;1046;10
2020.10.20;10:21:00;112260;112300;112250;112290;454;761;10
2020.10.20;10:22:00;112280;112310;112180;112300;592;1172;10
2020.10.20;10:23:00;112310;112360;112280;112300;552;1240;10
2020.10.20;10:24:00;112290;112420;112270;112390;632;1451;10
2020.10.20;10:25:00;112400;112420;112340;112380;534;1082;10
2020.10.20;10:26:00;112370;112470;112360;112420;557;1171;10
2020.10.20;10:27:00;112420;112420;112270;112280;598;1425;10
2020.10.20;10:28:00;112280;112350;112270;112340;438;828;10
2020.10.20;10:29:00;112350;112350;112230;112270;595;1121;10
2020.10.20;10:30:00;112270;112380;112270;112360;697;1869;10
2020.10.20;10:31:00;112360;112380;112290;112310;467;1077;10
2020.10.20;10:32:00;112320;112410;112310;112390;433;1237;10
2020.10.20;10:33:00;112380;112390;112290;112340;344;856;10
2020.10.20;10:34:00;112340;112340;112230;112270;439;856;10
2020.10.20;10:35:00;112270;112320;112180;112290;679;1622;10
2020.10.20;10:36:00;112290;112330;112260;112300;205;416;10
2020.10.20;10:37:00;112300;112350;112300;112350;341;730;10
2020.10.20;10:38:00;112340;112380;112300;112360;369;726;10
2020.10.20;10:39:00;112370;112470;112320;112420;711;1634;10
2020.10.20;10:40:00;112430;112460;112380;112430;394;767;10
2020.10.20;10:41:00;112440;112480;112390;112410;549;1111;10
2020.10.20;10:42:00;112410;112500;112400;112490;529;1044;10
2020.10.20;10:43:00;112490;112570;112490;112510;702;1851;10
2020.10.20;10:44:00;112510;112580;112490;112560;409;873;10
2020.10.20;10:45:00;112550;112610;112510;112540;511;1038;10
2020.10.20;10:46:00;112550;112600;112530;112600;332;605;10
2020.10.20;10:47:00;112590;112640;112550;112550;524;1013;10
2020.10.20;10:48:00;112570;112570;112530;112550;324;546;10
2020.10.20;10:49:00;112570;112630;112540;112570;374;726;10
2020.10.20;10:50:00;112560;112640;112550;112590;384;781;10
2020.10.20;10:51:00;112590;112590;112470;112490;632;1406;10
2020.10.20;10:52:00;112490;112570;112480;112550;268;470;10
2020.10.20;10:53:00;112550;112590;112510;112550;237;602;10
2020.10.20;10:54:00;112550;112590;112540;112540;135;331;10
2020.10.20;10:55:00;112550;112670;112530;112670;396;676;10
2020.10.20;10:56:00;112660;112680;112610;112610;480;1097;10
2020.10.20;10:57:00;112610;112650;112530;112560;340;596;10
2020.10.20;10:58:00;112550;112630;112540;112610;239;496;10
2020.10.20;10:59:00;112620;112620;112570;112570;200;395;10
2020.10.20;11:00:00;112580;112590;112510;112540;535;1058;10
2020.10.20;11:01:00;112540;112670;112530;112660;427;1020;10
2020.10.20;11:02:00;112660;112760;112650;112710;962;2151;10
2020.10.20;11:03:00;112720;112950;112720;112900;2002;4732;10
2020.10.20;11:04:00;112900;112990;112890;112930;888;2257;10
2020.10.20;11:05:00;112920;113000;112910;112950;670;1545;10
2020.10.20;11:06:00;112940;112960;112870;112880;559;1187;10
2020.10.20;11:07:00;112880;112920;112850;112910;618;1320;10
2020.10.20;11:08:00;112900;112920;112870;112910;441;924;10
2020.10.20;11:09:00;112920;112930;112830;112870;512;1122;10
2020.10.20;11:10:00;112880;112950;112850;112940;349;698;10
2020.10.20;11:11:00;112940;113050;112930;113010;1142;2570;10
2020.10.20;11:12:00;113010;113080;112990;113000;545;1050;10
2020.10.20;11:13:00;113000;113070;112990;113070;352;724;10
2020.10.20;11:14:00;113070;113130;113030;113030;622;1355;10
2020.10.20;11:15:00;113040;113120;113030;113080;420;884;10
2020.10.20;11:16:00;113080;113110;113030;113030;368;686;10
2020.10.20;11:17:00;113030;113070;112990;113000;454;987;10
2020.10.20;11:18:00;113000;113040;112960;112980;585;1367;10
2020.10.20;11:19:00;112980;113000;112960;113000;209;352;10
2020.10.20;11:20:00;112990;113090;112980;113080;377;746;10
2020.10.20;11:21:00;113070;113130;113060;113120;361;836;10
2020.10.20;11:22:00;113130;113180;113030;113140;681;1629;10
2020.10.20;11:23:00;113140;113250;113130;113240;919;2016;10
2020.10.20;11:24:00;113240;113310;113230;113260;819;1738;10
2020.10.20;11:25:00;113260;113330;113250;113250;649;1643;10
2020.10.20;11:26:00;113260;113280;113200;113200;445;926;10
2020.10.20;11:27:00;113190;113220;113170;113200;368;762;10
2020.10.20;11:28:00;113210;113240;113190;113210;261;540;10
2020.10.20;11:29:00;113200;113310;113200;113270;410;1090;10
2020.10.20;11:30:00;113270;113350;113180;113220;842;1841;10
2020.10.20;11:31:00;113220;113230;113170;113200;367;969;10
2020.10.20;11:32:00;113190;113230;113130;113130;533;1269;10
2020.10.20;11:33:00;113130;113160;113070;113070;710;1509;10
2020.10.20;11:34:00;113080;113130;113040;113130;403;784;10
2020.10.20;11:35:00;113130;113140;113070;113130;192;381;10
2020.10.20;11:36:00;113140;113140;113000;113020;458;916;10
2020.10.20;11:37:00;113020;113070;112980;113030;462;866;10
2020.10.20;11:38:00;113040;113050;113010;113010;141;288;10
2020.10.20;11:39:00;113010;113020;112980;113010;211;376;10
2020.10.20;11:40:00;113010;113090;113010;113060;281;505;10
2020.10.20;11:41:00;113070;113070;113020;113050;213;367;10
2020.10.20;11:42:00;113060;113060;112950;113020;357;875;10
2020.10.20;11:43:00;113020;113030;112970;112980;146;381;10
2020.10.20;11:44:00;112980;112990;112930;112960;373;796;10
2020.10.20;11:45:00;112960;113000;112910;112930;381;767;10
2020.10.20;11:46:00;112930;112980;112910;112910;337;678;10
2020.10.20;11:47:00;112920;113030;112920;113000;415;888;10
2020.10.20;11:48:00;113000;113080;113000;113070;378;711;10
2020.10.20;11:49:00;113070;113080;113000;113060;263;620;10
2020.10.20;11:50:00;113050;113060;113000;113020;99;190;10
2020.10.20;11:51:00;113030;113050;112990;113010;147;395;10
2020.10.20;11:52:00;113020;113040;112980;113020;234;494;10
2020.10.20;11:53:00;113030;113130;113010;113070;543;999;10
2020.10.20;11:54:00;113070;113090;113010;113010;241;481;10
2020.10.20;11:55:00;113020;113050;113010;113030;160;271;10
2020.10.20;11:56:00;113020;113070;113000;113000;170;342;10
2020.10.20;11:57:00;113000;113020;112980;112990;170;296;10
2020.10.20;11:58:00;113000;113030;112930;112940;280;646;10
2020.10.20;11:59:00;112940;112960;112920;112930;333;607;10
2020.10.20;12:00:00;112920;113050;112920;113010;479;1015;10
2020.10.20;12:01:00;113010;113030;112960;113000;230;412;10
2020.10.20;12:02:00;113000;113030;112980;112990;155;260;10
2020.10.20;12:03:00;112980;113010;112930;112960;273;559;10
2020.10.20;12:04:00;112950;113030;112950;113020;224;359;10
2020.10.20;12:05:00;113020;113040;112990;113030;175;479;10
2020.10.20;12:06:00;113040;113110;113020;113100;346;966;10
2020.10.20;12:07:00;113100;113120;113090;113100;213;328;10
2020.10.20;12:08:00;113100;113180;113090;113100;471;1287;10
2020.10.20;12:09:00;113110;113110;113040;113100;311;652;10
2020.10.20;12:10:00;113080;113130;113030;113030;271;512;10
2020.10.20;12:11:00;113030;113070;113030;113060;157;268;10
2020.10.20;12:12:00;113060;113090;113030;113080;135;390;10
2020.10.20;12:13:00;113070;113090;113030;113050;121;178;10
2020.10.20;12:14:00;113050;113060;113020;113030;170;263;10
2020.10.20;12:15:00;113030;113150;113030;113130;284;461;10
2020.10.20;12:16:00;113140;113210;113130;113170;572;1270;10
2020.10.20;12:17:00;113170;113210;113170;113210;266;577;10
2020.10.20;12:18:00;113210;113240;113150;113160;475;938;10
2020.10.20;12:19:00;113170;113180;113110;113130;210;439;10
2020.10.20;12:20:00;113140;113160;113090;113120;201;429;10
2020.10.20;12:21:00;113120;113150;113120;113140;125;422;10
2020.10.20;12:22:00;113130;113150;113120;113120;116;263;10
2020.10.20;12:23:00;113130;113160;113090;113160;152;308;10
2020.10.20;12:24:00;113160;113180;113090;113110;230;395;10
2020.10.20;12:25:00;113110;113130;113060;113090;230;418;10
2020.10.20;12:26:00;113090;113120;113080;113090;129;261;10
2020.10.20;12:27:00;113090;113160;113080;113140;128;232;10
2020.10.20;12:28:00;113140;113150;113120;113120;99;185;10
2020.10.20;12:29:00;113110;113140;113090;113100;125;231;10
2020.10.20;12:30:00;113140;113150;113100;113110;110;178;10
2020.10.20;12:31:00;113100;113140;113090;113120;112;217;10
2020.10.20;12:32:00;113110;113230;113110;113220;278;558;10
2020.10.20;12:33:00;113220;113240;113160;113170;229;398;10
2020.10.20;12:34:00;113170;113220;113130;113210;186;320;10
2020.10.20;12:35:00;113200;113260;113200;113210;375;859;10
2020.10.20;12:36:00;113210;113230;113180;113210;165;344;10
2020.10.20;12:37:00;113230;113230;113130;113150;278;569;10
2020.10.20;12:38:00;113160;113160;113090;113090;297;644;10
2020.10.20;12:39:00;113090;113160;113090;113160;160;269;10
2020.10.20;12:40:00;113150;113200;113150;113200;227;500;10
2020.10.20;12:41:00;113190;113230;113180;113200;199;441;10
2020.10.20;12:42:00;113200;113270;113190;113250;248;533;10
2020.10.20;12:43:00;113250;113250;113220;113240;133;252;10
2020.10.20;12:44:00;113240;113290;113230;113230;304;857;10
2020.10.20;12:45:00;113230;113240;113190;113210;278;566;10
2020.10.20;12:46:00;113210;113210;113130;113150;304;797;10
2020.10.20;12:47:00;113150;113150;113040;113080;439;1245;10
2020.10.20;12:48:00;113100;113100;113040;113040;335;590;10
2020.10.20;12:49:00;113030;113060;113030;113050;244;619;10
2020.10.20;12:50:00;113050;113120;113040;113120;235;652;10
2020.10.20;12:51:00;113120;113120;113040;113040;171;357;10
2020.10.20;12:52:00;113030;113100;113030;113100;138;217;10
2020.10.20;12:53:00;113090;113100;113060;113090;149;260;10
2020.10.20;12:54:00;113080;113090;113060;113080;92;205;10
2020.10.20;12:55:00;113070;113140;113070;113120;167;337;10
2020.10.20;12:56:00;113130;113130;113110;113120;48;84;10
2020.10.20;12:57:00;113120;113140;113100;113130;102;186;10
2020.10.20;12:58:00;113140;113150;113050;113060;330;680;10
2020.10.20;12:59:00;113060;113120;113030;113100;216;403;10
2020.10.20;13:00:00;113110;113140;113080;113130;217;457;10
2020.10.20;13:01:00;113120;113160;113120;113140;129;299;10
2020.10.20;13:02:00;113150;113160;113140;113150;107;178;10
2020.10.20;13:03:00;113160;113220;113160;113220;270;739;10
2020.10.20;13:04:00;113210;113220;113160;113160;241;968;10
2020.10.20;13:05:00;113150;113210;113150;113210;150;293;10
2020.10.20;13:06:00;113200;113240;113190;113200;146;250;10
2020.10.20;13:07:00;113220;113240;113210;113230;152;270;10
2020.10.20;13:08:00;113220;113250;113220;113220;165;393;10
2020.10.20;13:09:00;113220;113250;113200;113240;237;1026;10
2020.10.20;13:10:00;113240;113300;113220;113270;417;1068;10
2020.10.20;13:11:00;113270;113280;113210;113230;226;411;10
2020.10.20;13:12:00;113220;113330;113200;113320;523;1608;10
2020.10.20;13:13:00;113320;113370;113290;113340;628;1430;10
2020.10.20;13:14:00;113330;113340;113290;113310;280;794;10
2020.10.20;13:15:00;113310;113370;113250;113260;578;1425;10
2020.10.20;13:16:00;113250;113290;113230;113260;495;1526;10
2020.10.20;13:17:00;113250;113270;113210;113260;229;508;10
2020.10.20;13:18:00;113260;113300;113240;113290;159;394;10
2020.10.20;13:19:00;113280;113290;113250;113260;100;164;10
2020.10.20;13:20:00;113270;113340;113270;113330;214;431;10
2020.10.20;13:21:00;113330;113380;113310;113350;503;1351;10
2020.10.20;13:22:00;113350;113390;113350;113380;322;873;10
2020.10.20;13:23:00;113380;113390;113360;113370;213;530;10
2020.10.20;13:24:00;113380;113400;113350;113390;286;667;10
2020.10.20;13:25:00;113390;113400;113360;113380;245;608;10
2020.10.20;13:26:00;113380;113400;113340;113360;279;657;10
2020.10.20;13:27:00;113360;113430;113360;113420;838;3249;10
2020.10.20;13:28:00;113420;113470;113410;113450;819;2125;10
2020.10.20;13:29:00;113450;113580;113440;113570;1559;4085;10
2020.10.20;13:30:00;113580;113680;113570;113600;1853;4772;10
2020.10.20;13:31:00;113600;113710;113590;113690;1028;2628;10
2020.10.20;13:32:00;113690;113720;113630;113660;647;1545;10
2020.10.20;13:33:00;113650;113720;113630;113660;756;1886;10
2020.10.20;13:34:00;113650;113750;113650;113740;491;1146;10
2020.10.20;13:35:00;113730;113830;113690;113770;1210;3419;10
2020.10.20;13:36:00;113780;113800;113720;113750;563;1448;10
2020.10.20;13:37:00;113750;113760;113720;113740;290;1126;10
2020.10.20;13:38:00;113740;113790;113730;113770;249;715;10
2020.10.20;13:39:00;113770;113790;113720;113730;331;899;10
2020.10.20;13:40:00;113730;113780;113730;113770;298;680;10
2020.10.20;13:41:00;113760;113850;113760;113840;702;2344;10
2020.10.20;13:42:00;113840;113870;113830;113860;364;1236;10
2020.10.20;13:43:00;113850;113880;113810;113860;354;944;10
2020.10.20;13:44:00;113840;113870;113750;113760;453;1154;10
2020.10.20;13:45:00;113770;113810;113760;113790;304;774;10
2020.10.20;13:46:00;113790;113820;113780;113800;261;625;10
2020.10.20;13:47:00;113800;113810;113740;113750;261;649;10
2020.10.20;13:48:00;113760;113770;113720;113730;222;469;10
2020.10.20;13:49:00;113720;113750;113710;113730;268;784;10
2020.10.20;13:50:00;113730;113760;113710;113730;245;640;10
2020.10.20;13:51:00;113730;113790;113730;113770;213;528;10
2020.10.20;13:52:00;113770;113830;113770;113810;295;668;10
2020.10.20;13:53:00;113820;113830;113770;113780;191;407;10
2020.10.20;13:54:00;113770;113800;113760;113790;147;419;10
2020.10.20;13:55:00;113790;113830;113780;113810;257;884;10
2020.10.20;13:56:00;113810;113910;113790;113890;734;1902;10
2020.10.20;13:57:00;113890;113920;113880;113910;319;768;10
2020.10.20;13:58:00;113910;113920;113880;113890;214;560;10
2020.10.20;13:59:00;113900;113920;113850;113880;332;967;10
2020.10.20;14:05:00;113860;113910;113780;113880;818;1988;10
2020.10.20;14:06:00;113880;113970;113870;113960;709;2040;10
2020.10.20;14:07:00;113960;113970;113950;113960;243;526;10
2020.10.20;14:08:00;113960;113980;113930;113970;400;1093;10
2020.10.20;14:09:00;113980;113980;113850;113870;500;1100;10
2020.10.20;14:10:00;113870;113880;113830;113850;259;532;10
2020.10.20;14:11:00;113850;113890;113800;113820;286;603;10
2020.10.20;14:12:00;113820;113850;113780;113790;348;746;10
2020.10.20;14:13:00;113790;113810;113780;113780;214;489;10
2020.10.20;14:14:00;113780;113800;113760;113780;247;543;10
2020.10.20;14:15:00;113780;113850;113780;113830;335;604;10
2020.10.20;14:16:00;113830;113840;113750;113750;283;728;10
2020.10.20;14:17:00;113750;113760;113690;113710;516;1164;10
2020.10.20;14:18:00;113710;113730;113700;113710;198;364;10
2020.10.20;14:19:00;113710;113750;113700;113720;217;603;10
2020.10.20;14:20:00;113720;113750;113700;113700;168;309;10
2020.10.20;14:21:00;113700;113710;113660;113670;282;544;10
2020.10.20;14:22:00;113670;113690;113630;113680;371;897;10
2020.10.20;14:23:00;113690;113700;113630;113630;255;662;10
2020.10.20;14:24:00;113640;113670;113590;113620;491;962;10
2020.10.20;14:25:00;113630;113630;113580;113610;389;720;10
2020.10.20;14:26:00;113620;113620;113570;113610;313;618;10
2020.10.20;14:27:00;113610;113610;113540;113570;475;977;10
2020.10.20;14:28:00;113570;113590;113560;113570;190;379;10
2020.10.20;14:29:00;113560;113600;113540;113600;353;872;10
2020.10.20;14:30:00;113580;113660;113580;113640;536;1065;10
2020.10.20;14:31:00;113640;113640;113550;113570;435;926;10
2020.10.20;14:32:00;113570;113600;113560;113570;251;574;10
2020.10.20;14:33:00;113580;113580;113540;113560;170;275;10
2020.10.20;14:34:00;113560;113590;113550;113590;125;280;10
2020.10.20;14:35:00;113590;113660;113580;113630;390;811;10
2020.10.20;14:36:00;113630;113640;113570;113610;228;484;10
2020.10.20;14:37:00;113610;113640;113580;113630;161;282;10
2020.10.20;14:38:00;113630;113640;113600;113610;156;230;10
2020.10.20;14:39:00;113610;113620;113570;113590;207;406;10
2020.10.20;14:40:00;113600;113700;113600;113690;422;753;10
2020.10.20;14:41:00;113690;113710;113660;113700;326;686;10
2020.10.20;14:42:00;113690;113700;113670;113690;174;371;10
2020.10.20;14:43:00;113680;113690;113660;113670;75;113;10
2020.10.20;14:44:00;113670;113680;113620;113630;151;255;10
2020.10.20;14:45:00;113630;113730;113630;113720;251;531;10
2020.10.20;14:46:00;113720;113740;113690;113700;170;389;10
2020.10.20;14:47:00;113690;113690;113650;113680;117;205;10
2020.10.20;14:48:00;113690;113700;113630;113630;109;166;10
2020.10.20;14:49:00;113640;113650;113610;113620;173;322;10
2020.10.20;14:50:00;113620;113640;113590;113610;215;464;10
2020.10.20;14:51:00;113610;113640;113610;113620;143;251;10
2020.10.20;14:52:00;113620;113630;113570;113570;258;503;10
2020.10.20;14:53:00;113580;113580;113560;113570;165;276;10
2020.10.20;14:54:00;113570;113570;113490;113500;796;1877;10
2020.10.20;14:55:00;113500;113570;113470;113550;455;1073;10
2020.10.20;14:56:00;113550;113660;113550;113650;398;860;10
2020.10.20;14:57:00;113640;113700;113620;113620;465;1035;10
2020.10.20;14:58:00;113630;113670;113620;113630;177;310;10
2020.10.20;14:59:00;113650;113700;113640;113700;130;250;10
2020.10.20;15:00:00;113700;113720;113610;113630;515;957;10
2020.10.20;15:01:00;113620;113630;113570;113580;281;490;10
2020.10.20;15:02:00;113590;113660;113580;113650;169;335;10
2020.10.20;15:03:00;113650;113690;113640;113680;131;318;10
2020.10.20;15:04:00;113680;113700;113650;113690;151;402;10
2020.10.20;15:05:00;113680;113750;113650;113650;542;1151;10
2020.10.20;15:06:00;113650;113700;113640;113690;156;284;10
2020.10.20;15:07:00;113690;113710;113670;113680;127;330;10
2020.10.20;15:08:00;113680;113680;113650;113680;167;324;10
2020.10.20;15:09:00;113680;113690;113650;113660;85;150;10
2020.10.20;15:10:00;113660;113670;113580;113600;303;648;10
2020.10.20;15:11:00;113600;113600;113540;113590;368;756;10
2020.10.20;15:12:00;113580;113600;113500;113550;278;662;10
2020.10.20;15:13:00;113550;113590;113530;113550;248;609;10
2020.10.20;15:14:00;113530;113570;113500;113510;267;523;10
2020.10.20;15:15:00;113520;113520;113390;113440;1082;2790;10
2020.10.20;15:16:00;113440;113490;113400;113480;361;940;10
2020.10.20;15:17:00;113470;113470;113360;113380;532;1587;10
2020.10.20;15:18:00;113380;113430;113360;113400;516;1259;10
2020.10.20;15:19:00;113390;113410;113320;113320;447;1215;10
2020.10.20;15:20:00;113330;113340;113280;113300;544;1780;10
2020.10.20;15:21:00;113300;113310;113230;113260;560;1191;10
2020.10.20;15:22:00;113260;113280;113170;113280;882;1811;10
2020.10.20;15:23:00;113270;113280;113210;113230;348;826;10
2020.10.20;15:24:00;113240;113250;113160;113250;521;1990;10
2020.10.20;15:25:00;113250;113310;113200;113310;791;2170;10
2020.10.20;15:26:00;113310;113350;113260;113340;385;978;10
2020.10.20;15:27:00;113340;113350;113290;113320;297;852;10
2020.10.20;15:28:00;113310;113360;113300;113360;203;413;10
